spatial_is_active,SpineBase,SpineMid,Neck,Head,ShoulderLeft,ElbowLeft,WristLeft,HandLeft,ShoulderRight,ElbowRight,WristRight,HandRight,HipLeft,KneeLeft,AnkleLeft,FootLeft,HipRight,KneeRight,AnkleRight,FootRight,SpineShoulder,HandTipLeft,ThumbLeft,HandTipRight,ThumbRight,temporal_is_active,occlusion_time,temporal_on_hit_is_active,opponent_right_handed,user_right_handed,ball_hit_time,sport,corrent_swing,ball_to_paddle_distance,ball_paddle_displacement
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,False,True,True,0,TableTennis,N/A,N/A,N/A
